"CAPKO_1" "CAPKO_2" "CAPKO_3" "CAPKO_4" "CAPKO_5" "WT_1" "WT_2" "WT_3" "WT_4" "WT_5"
"PBANKA_1145100" 411 158 108 326 56 1109 1271 931 431 306
"PBANKA_1145200" 315 98 65 301 16 93 99 147 68 57
"PBANKA_1145300" 233 79 57 231 17 517 509 412 238 204
"PBANKA_1145400" 2122 646 634 1462 205 1992 2768 4077 4621 2889
"PBANKA_1145500" 699 220 238 747 78 1893 2141 2385 1463 898
"PBANKA_1145600" 532 122 99 357 60 1464 1509 1807 795 887
"PBANKA_1145700" 472 262 225 540 38 1422 1902 2315 2003 1313
"PBANKA_1145800" 23656 11364 9372 17022 5569 44285 38843 39905 56807 51165
"PBANKA_1145900" 22847 9740 8481 16975 4536 30020 29933 27274 32201 26022
"PBANKA_1146000" 1828 654 701 1654 236 3743 4166 4084 3815 2643
"PBANKA_1146100" 4 5 8 4 0 17 28 22 22 18
"PBANKA_1146200" 2 0 1 1 0 80 105 104 111 150
"PBANKA_1146261" 1366 413 388 900 231 117 100 511 293 403
"PBANKA_1146600" 21 11 6 38 5 724 394 787 868 414
"PBANKA_1146700" 18 14 4 14 4 47 93 49 76 268
"PBANKA_1146721" 26 3 11 26 2 409 186 354 215 65
"PBANKA_1146761" 253 45 56 132 23 583 725 1407 1137 1324
"PBANKA_1146781" 6 3 2 4 0 6 11 14 17 15
"PBANKA_1200061" 1 0 1 0 0 226 257 230 165 226
"PBANKA_1200091" 6 3 5 10 2 12 22 21 191 51
"PBANKA_1200096" 6 0 4 9 0 18 11 28 28 40
"PBANKA_1200300" 2 1 1 0 1 3 1 6 25 7
"PBANKA_1200400" 50 31 24 48 7 121 1958 2236 422 960
"PBANKA_1200600" 2199 595 386 1258 280 4417 4729 3177 1993 1335
"PBANKA_1200700" 41 22 14 39 5 30 26 33 43 44
"PBANKA_1200800" 4108 1885 1806 3328 877 7957 6917 8126 10343 10216
"PBANKA_1200900" 341 109 126 310 26 660 712 921 720 805
"PBANKA_1201000" 222 106 90 321 30 621 728 679 368 282
"PBANKA_1201100" 125 27 37 111 14 318 341 432 176 171
"PBANKA_1201200" 222 69 71 240 13 631 724 518 157 88
"PBANKA_1201300" 197 122 90 195 43 431 465 564 695 806
"PBANKA_1201400" 141 41 54 116 5 583 584 788 512 301
"PBANKA_1201500" 144 49 73 213 14 487 443 756 483 638
"PBANKA_1201600" 294 129 134 270 55 496 531 650 668 852
"PBANKA_1201700" 353 160 171 352 54 715 688 737 947 687
"PBANKA_1201800" 790 185 150 567 40 689 712 552 350 232
"PBANKA_1201900" 3887 1906 1538 2930 889 7002 5971 7166 9457 9929
"PBANKA_1202000" 1859 761 601 1642 220 882 951 1463 1701 1125
"PBANKA_1202100" 1572 440 452 1524 201 2304 2270 1714 1084 746
"PBANKA_1202200" 2469 712 671 2046 329 5221 5311 4460 2784 1662
"PBANKA_1202300" 31 22 28 54 10 124 130 190 80 78
"PBANKA_1202400" 9309 4457 4310 9195 1568 14431 15166 15754 20671 17020
"PBANKA_1202500" 243 81 63 288 19 921 1053 750 381 248
"PBANKA_1202600" 3996 1111 703 2483 399 4095 4157 3452 2470 1726
"PBANKA_1202700" 3218 809 685 2709 285 5460 6365 4798 2209 1114
"PBANKA_1202800" 45 48 34 124 5 137 254 324 203 101
"PBANKA_1202900" 0 0 1 7 0 8 3 6 2 11
"PBANKA_1203000" 101 34 28 93 16 129 66 130 131 221
"PBANKA_1203100" 29 19 13 36 1 29 37 83 61 36
"PBANKA_1203200" 30 17 19 38 4 111 153 193 139 185
"PBANKA_1203300" 17 11 12 28 3 61 83 81 64 80
"PBANKA_1203400" 114 35 41 114 2 367 408 494 331 123
"PBANKA_1203450" 12 12 8 6 0 13 11 29 25 19
"PBANKA_1203500" 6 5 2 16 0 4 3 3 6 0
"PBANKA_1203600" 11 0 0 3 0 2 0 0 0 0
"PBANKA_1203700" 895 243 223 681 108 898 1021 690 437 392
"PBANKA_1203800" 141 30 58 114 9 276 289 323 277 114
"PBANKA_1203900" 59 34 43 115 4 125 160 154 128 91
"PBANKA_1204000" 1 2 0 0 0 2 2 3 5 0
"PBANKA_1204100" 895 323 281 772 88 1261 1273 1452 1118 1100
"PBANKA_1204200" 431 164 139 402 35 58 73 133 79 64
"PBANKA_1204300" 879 297 339 790 124 1760 1528 1881 1797 2826
"PBANKA_1204400" 5878 2956 2407 4570 1423 9532 8673 9579 12684 13999
"PBANKA_1204500" 288 119 76 219 16 24 32 52 56 26
"PBANKA_1204600" 64 21 46 69 12 152 147 165 153 77
"PBANKA_1204700" 13 11 12 32 0 56 46 63 41 44
"PBANKA_1204800" 78 44 67 155 14 337 400 419 319 191
"PBANKA_1204900" 191 83 112 271 17 483 536 704 576 380
"PBANKA_1205000" 3393 1671 1606 3193 599 5799 6672 6919 7688 5579
"PBANKA_1205100" 3269 1243 1174 2317 538 4797 4772 5898 9527 6709
"PBANKA_1205200" 781 263 250 576 95 602 607 1063 871 1642
"PBANKA_1205300" 132 62 60 137 26 54 75 112 69 83
"PBANKA_1205400" 402 165 168 434 79 806 825 1031 891 1145
"PBANKA_1205500" 23 9 9 38 5 16 8 64 62 14
"PBANKA_1205600" 83 24 50 118 14 246 280 367 363 329
"PBANKA_1205700" 53 22 27 71 1 179 183 241 198 138
"PBANKA_1205800" 403 188 222 559 42 1404 1123 1674 1652 1672
"PBANKA_1205900" 2379 594 451 1693 272 5190 5543 4163 2539 1758
"PBANKA_1206000" 285 74 51 154 25 198 220 295 226 197
"PBANKA_1206100" 1556 651 791 1839 160 3557 3936 4358 3712 2636
"PBANKA_1206200" 2784 852 607 1870 298 5151 6008 4045 2377 1705
"PBANKA_1206300" 2712 600 538 1730 204 5676 6547 4194 1866 1036
"PBANKA_1206400" 159 76 90 206 30 576 591 815 608 738
"PBANKA_1206500" 199 95 75 159 19 579 532 764 630 990
"PBANKA_1206600" 6157 2462 2287 4576 1150 10979 9806 11987 12126 17868
"PBANKA_1206700" 163 45 74 185 12 313 376 414 315 209
"PBANKA_1206800" 7 5 0 6 1 0 5 3 10 3
"PBANKA_1206900" 15320 8068 5252 10114 4551 17454 16071 20856 21580 54563
"PBANKA_1207000" 2249 828 876 1680 240 5037 4699 5135 5583 3532
"PBANKA_1207100" 1367 566 398 800 241 2579 2461 3268 3866 4081
"PBANKA_1207200" 1191 510 539 1163 184 2419 2345 2718 2929 2869
"PBANKA_1207300" 458 204 229 415 84 798 834 842 1057 768
"PBANKA_1207400" 14 4 4 21 3 1 4 3 6 6
"PBANKA_1207500" 493 158 127 372 82 928 827 906 592 429
"PBANKA_1207600" 665 254 271 614 84 1428 1179 1317 1180 1126
"PBANKA_1207700" 2206 857 779 1701 531 4302 3875 4290 4733 5652
"PBANKA_1207800" 169 63 66 163 37 361 321 323 342 304
"PBANKA_1207900" 209 96 91 210 19 594 536 853 1119 770
"PBANKA_1208000" 89 67 41 125 28 30 45 76 34 33
"PBANKA_1208100" 181 51 78 178 27 483 392 381 286 222
"PBANKA_1208200" 598 141 102 389 40 645 942 701 362 263
"PBANKA_1208300" 106 36 45 113 11 177 226 228 178 163
"PBANKA_1208400" 193 56 83 219 19 441 496 682 547 493
"PBANKA_1208500" 92 38 38 86 15 162 259 213 229 245
"PBANKA_1208600" 222 51 77 149 13 428 511 373 237 82
"PBANKA_1208700" 223 103 121 297 21 604 693 932 937 534
"PBANKA_1208800" 254 137 118 231 40 288 310 432 502 377
"PBANKA_1208900" 73 58 23 116 14 7 26 11 23 25
"PBANKA_1209000" 2097 954 782 1748 344 4616 4147 4634 5481 4832
"PBANKA_1209100" 1134 494 417 810 224 2424 1931 2444 3049 3808
"PBANKA_1209200" 7 7 6 32 3 51 85 108 39 23
"PBANKA_1209300" 159 63 92 208 18 248 263 310 225 359
"PBANKA_1209400" 478 287 150 336 71 21 46 37 53 82
"PBANKA_1209500" 145 42 54 160 22 375 289 435 370 348
"PBANKA_1209600" 70 36 34 70 14 199 181 260 227 176
"PBANKA_1209700" 12 0 2 16 4 49 71 111 64 95
"PBANKA_1209800" 3126 1165 1148 2378 556 6745 6574 8274 9054 12704
"PBANKA_1209900" 77 47 36 150 11 78 88 140 124 70
"PBANKA_1210000" 77 36 58 116 7 246 264 263 215 180
"PBANKA_1210100" 1005 478 476 1024 159 2879 2666 3369 3090 2335
"PBANKA_1210200" 8536 2640 2388 7873 715 13388 16103 11102 5510 2311
"PBANKA_1210300" 234 132 133 376 30 964 866 1153 861 939
"PBANKA_1210400" 192 65 65 221 27 531 467 734 492 517
"PBANKA_1210500" 273 109 128 325 27 995 972 1052 958 415
"PBANKA_1210600" 26 5 12 39 1 63 83 147 182 80
"PBANKA_1210700" 1064 427 446 956 197 2752 2740 3662 3580 5330
"PBANKA_1210800" 13486 4946 5481 13168 1814 116192 76466 85454 126304 61510
"PBANKA_1210900" 2803 1243 1047 2252 448 5566 5278 5498 6111 4935
"PBANKA_1211000" 1089 455 552 1334 124 2193 2300 2490 2554 1304
"PBANKA_1211100" 484 153 129 428 60 1704 1840 1687 1136 763
"PBANKA_1211200" 305 127 128 311 33 767 908 761 618 514
"PBANKA_1211300" 797 378 431 1049 166 2870 2372 3038 2828 2201
"PBANKA_1211400" 209 63 74 183 34 337 337 306 397 346
"PBANKA_1211500" 519 179 142 421 56 1327 1460 1218 956 485
"PBANKA_1211600" 502 116 140 382 61 1752 1565 1860 1402 998
"PBANKA_1211700" 149 59 58 142 25 552 632 1023 744 940
"PBANKA_1211800" 37 15 9 33 1 82 125 175 79 59
"PBANKA_1211900" 779 280 241 814 81 2372 2545 2288 1522 827
"PBANKA_1212000" 162 26 22 148 14 252 409 448 210 234
"PBANKA_1212100" 63 26 25 49 12 156 118 187 179 321
"PBANKA_1212200" 15 2 3 12 1 22 27 125 144 73
"PBANKA_1212300" 338 103 115 312 41 1227 1210 1273 857 631
"PBANKA_1212400" 8 19 5 16 0 14 9 58 51 40
"PBANKA_1212500" 34 5 4 21 1 23 43 69 78 43
"PBANKA_1212600" 54 15 17 36 19 37 40 41 43 45
"PBANKA_1212700" 1497 443 274 950 149 2416 2542 1662 775 558
"PBANKA_1212800" 296 144 145 311 47 817 768 1058 1029 1489
"PBANKA_1212900" 93 44 46 147 8 222 243 351 217 123
"PBANKA_1213000" 2855 779 529 1960 368 7166 8308 4762 2317 1328
"PBANKA_1213100" 698 276 304 685 93 1291 1158 1323 1433 1773
"PBANKA_1213200" 52 21 22 47 9 66 72 57 48 58
"PBANKA_1213300" 191 46 45 158 11 42 40 84 43 17
"PBANKA_1213400" 5 1 14 20 0 17 30 26 28 15
"PBANKA_1213500" 115 35 36 87 16 255 251 307 326 305
"PBANKA_1213600" 1242 594 510 1149 211 2476 2396 2435 2413 1929
"PBANKA_1213700" 856 353 356 721 124 1321 1385 1399 2050 1230
"PBANKA_1213800" 71 41 23 95 15 185 218 271 166 246
"PBANKA_1213900" 371 202 221 521 55 1406 1216 1638 1470 1402
"PBANKA_1214000" 9359 3782 3504 7330 1873 16719 14305 12284 14336 9477
"PBANKA_1214100" 61 21 15 84 2 188 163 266 140 151
"PBANKA_1214200" 1129 444 449 947 224 2606 2829 4454 4240 6184
"PBANKA_1214300" 35220 15650 13931 29108 6896 46442 41106 37408 49993 43756
"PBANKA_1214400" 198 45 36 110 9 82 67 105 62 31
"PBANKA_1214500" 2 1 0 3 0 3 5 3 2 1
"PBANKA_1214600" 260 115 117 331 48 799 779 983 774 824
"PBANKA_1214700" 1233 391 318 1326 124 2805 2988 3331 1897 1565
"PBANKA_1214800" 520 181 177 623 32 1647 2029 2062 1006 572
"PBANKA_1214900" 1702 528 574 1311 212 3706 3569 4301 3421 2975
"PBANKA_1215000" 459 219 210 470 68 1485 1477 1941 1638 1287
"PBANKA_1215100" 179 58 65 213 22 730 651 661 570 316
"PBANKA_1215200" 85 44 51 102 9 177 239 303 233 113
"PBANKA_1215300" 17 8 4 23 0 37 62 70 37 47
"PBANKA_1215400" 293 109 76 305 27 693 729 696 518 348
"PBANKA_1215500" 184 94 114 319 34 528 585 698 687 528
"PBANKA_1215600" 8848 4271 4035 8604 1767 15860 16093 18596 21963 19291
"PBANKA_1215700" 63 22 26 38 6 69 98 193 96 200
"PBANKA_1215800" 223 82 67 225 21 663 863 844 366 264
"PBANKA_1215900" 104 22 25 96 5 225 271 260 181 103
"PBANKA_1216000" 22 8 21 66 5 94 78 81 84 37
"PBANKA_1216100" 126 73 89 241 18 387 513 514 390 193
"PBANKA_1216200" 127 54 80 233 14 448 542 686 480 329
"PBANKA_1216300" 70 41 27 66 7 90 127 221 185 164
"PBANKA_1216400" 513 170 216 536 83 776 779 758 755 637
"PBANKA_1216500" 38350 17775 13497 23611 9043 54502 46482 49216 76355 95349
"PBANKA_1216600" 639 254 205 489 85 1162 1164 1141 1140 752
"PBANKA_1216700" 536 156 126 413 57 1701 1708 1031 426 167
"PBANKA_1216800" 507 138 97 341 37 1030 1369 733 312 244
"PBANKA_1216900" 550 242 201 588 65 1897 2021 2451 1773 1178
"PBANKA_1217000" 743 271 250 617 77 1454 1560 1774 1265 1154
"PBANKA_1217100" 12 7 7 19 1 25 24 68 132 70
"PBANKA_1217200" 71 14 9 64 10 92 115 159 108 84
"PBANKA_1217300" 59 29 28 59 8 117 145 278 242 271
"PBANKA_1217400" 57 17 29 61 8 224 171 334 229 107
"PBANKA_1217500" 603 171 228 693 50 1524 1483 1422 1031 504
"PBANKA_1217600" 4128 2082 1573 3019 1120 9470 7772 11723 17291 26778
"PBANKA_1217700" 3134 1269 1125 2259 511 5347 4471 5743 5890 8403
"PBANKA_1217800" 777 300 352 726 99 1791 1646 2132 2081 1919
"PBANKA_1217900" 132 47 46 165 14 205 191 194 203 274
"PBANKA_1218000" 521 189 166 587 51 474 565 771 765 420
"PBANKA_1218100" 624 237 203 587 104 1143 1212 1086 708 713
"PBANKA_1218200" 6930 2557 2347 5018 1223 10056 9650 9076 7745 8016
"PBANKA_1218300" 462 161 110 489 44 22 95 67 66 68
"PBANKA_1218400" 206 102 76 225 39 456 481 624 695 701
"PBANKA_1218500" 1867 923 791 1613 344 3072 2739 2818 3439 4426
"PBANKA_1218600" 257 112 103 249 27 404 296 395 464 565
"PBANKA_1218700" 40 9 10 36 0 41 72 58 34 36
"PBANKA_1218800" 266 108 86 270 32 788 934 750 465 240
"PBANKA_1218900" 1831 806 705 1653 305 4357 3641 4662 5280 6577
"PBANKA_1219000" 2032 649 480 1502 268 3683 3697 2880 1461 1067
"PBANKA_1219100" 762 411 253 595 103 69 114 104 138 148
"PBANKA_1219200" 1425 649 467 945 335 2155 1690 2076 2656 3762
"PBANKA_1219300" 11618 3931 3670 10222 1477 17410 18322 15820 11662 7407
"PBANKA_1219400" 193 69 74 238 35 360 339 411 580 457
"PBANKA_1219500" 2335 1259 1128 2339 447 5671 5033 5771 7663 6251
"PBANKA_1219600" 291 91 57 257 23 414 489 435 230 170
"PBANKA_1219700" 8 2 2 12 0 63 64 71 64 17
"PBANKA_1219800" 453 118 84 331 39 1008 1190 1000 431 296
"PBANKA_1219900" 160 36 21 124 9 207 168 217 146 147
"PBANKA_1220000" 75 31 38 107 10 313 300 446 300 391
"PBANKA_1220100" 397 138 139 457 29 1255 1393 1426 787 446
"PBANKA_1220200" 5144 1893 1733 4013 1027 7488 8024 7744 7940 5417
"PBANKA_1220300" 354 143 169 479 52 1205 1021 1547 1509 885
"PBANKA_1220400" 7 15 9 42 2 62 59 99 48 56
"PBANKA_1220500" 198 49 28 142 11 285 268 412 171 199
"PBANKA_1220600" 25 12 5 21 2 42 50 73 30 41
"PBANKA_1220700" 52 20 23 73 7 122 182 221 120 80
"PBANKA_1220800" 527 157 121 291 70 958 1039 849 390 274
"PBANKA_1220900" 299 169 156 341 76 461 424 444 585 594
"PBANKA_1221000" 233 144 136 283 54 644 686 794 913 531
"PBANKA_1221100" 255 100 97 183 39 401 385 547 483 498
"PBANKA_1221200" 3386 1499 1574 3024 575 5720 5209 5582 6830 5671
"PBANKA_1221300" 272 97 112 263 25 478 492 603 475 330
"PBANKA_1221400" 38 16 24 77 3 142 225 304 130 94
"PBANKA_1221500" 132 56 41 121 11 331 361 473 301 327
"PBANKA_1221600" 1273 374 398 1220 119 4376 4833 4638 2328 1494
"PBANKA_1221700" 153 90 77 127 20 557 582 689 887 627
"PBANKA_1221800" 172 70 52 161 11 512 744 793 588 486
"PBANKA_1221900" 35 27 18 33 2 123 105 165 132 118
"PBANKA_1222000" 360 136 120 440 26 848 789 666 544 328
"PBANKA_1222100" 553 211 227 651 81 1560 1379 1456 1378 820
"PBANKA_1222200" 158 76 69 181 18 407 400 565 473 773
"PBANKA_1222300" 129 59 60 88 8 468 421 504 514 392
"PBANKA_1222400" 763 308 359 879 104 1840 1954 2556 2047 2785
"PBANKA_1222500" 374 191 107 385 77 63 93 237 301 183
"PBANKA_1222600" 265 116 70 226 21 657 791 778 505 423
"PBANKA_1222700" 103 27 43 106 9 103 102 137 121 79
"PBANKA_1222800" 825 355 420 873 127 2463 2141 2831 2647 2195
"PBANKA_1222900" 1254 449 402 909 167 2271 2190 2571 2388 2889
"PBANKA_1223000" 1083 343 229 733 130 2626 2703 2240 1243 1006
"PBANKA_1223100" 2354 945 921 2168 435 6012 5082 6704 6668 9227
"PBANKA_1223200" 45 25 21 69 3 133 112 144 116 148
"PBANKA_1223300" 1773 822 757 1664 316 6008 5689 6773 8212 6798
"PBANKA_1223400" 202 81 91 179 10 396 481 758 578 704
"PBANKA_1223500" 212 74 68 258 20 596 744 806 389 258
"PBANKA_1223600" 1307 549 515 1021 254 3373 2553 2940 3949 5073
"PBANKA_1223700" 160 68 70 168 17 380 315 330 420 287
"PBANKA_1223800" 3252 1117 1043 2673 441 6220 6147 6176 3907 3203
"PBANKA_1223900" 11 13 15 25 4 77 90 132 105 57
"PBANKA_1224000" 277 89 94 248 28 557 574 609 373 329
"PBANKA_1224100" 178 53 31 140 2 420 388 449 198 221
"PBANKA_1224200" 6457 2411 2190 4760 889 11965 12312 11488 13169 6618
"PBANKA_1224300" 7 1 1 5 0 9 23 23 21 17
"PBANKA_1224400" 700 182 131 431 95 1215 1266 1261 666 827
"PBANKA_1224500" 167 50 106 181 15 203 229 262 256 242
"PBANKA_1224600" 141 64 53 174 15 442 476 659 413 324
"PBANKA_1224700" 278 94 96 339 28 787 848 910 483 385
"PBANKA_1224800" 197 53 71 119 19 493 435 574 514 581
"PBANKA_1224900" 100 45 34 113 9 12 52 117 106 49
"PBANKA_1225000" 470 87 73 282 26 1181 1676 2197 1344 1415
"PBANKA_1225100" 153 27 30 121 23 421 382 478 273 188
"PBANKA_1225200" 246 85 116 197 43 376 422 465 402 398
"PBANKA_1225300" 148 39 37 190 7 7 34 32 12 19
"PBANKA_1225400" 41 8 14 31 14 47 40 157 271 236
"PBANKA_1225500" 1346 338 329 1240 100 29 158 141 89 63
"PBANKA_1225600" 410 210 142 339 52 623 481 545 665 749
"PBANKA_1225700" 874 387 413 886 137 1043 899 1071 1552 1209
"PBANKA_1225800" 743 367 383 851 145 1565 1585 1951 2278 2459
"PBANKA_1225900" 1115 249 181 770 58 94 198 185 90 67
"PBANKA_1226000" 202 94 108 269 23 382 450 401 466 210
"PBANKA_1226100" 1154 292 270 936 132 2087 2532 1542 784 438
"PBANKA_1226200" 387 161 165 375 69 1002 979 1287 869 944
"PBANKA_1226300" 114 40 35 159 9 352 486 550 394 214
"PBANKA_1226400" 1711 629 566 1642 193 3776 3649 3683 2945 1690
"PBANKA_1226500" 1485 700 756 1624 341 3081 3347 3910 3627 4913
"PBANKA_1226600" 546 270 273 638 63 1194 1243 1563 1231 1388
"PBANKA_1226700" 140 61 55 148 6 535 500 544 383 236
"PBANKA_1226800" 622 150 125 421 49 903 1190 1202 517 650
"PBANKA_1226900" 597 251 245 523 117 1344 1102 1342 1487 1994
"PBANKA_1227000" 54 26 30 52 3 76 88 156 100 48
"PBANKA_1227100" 546 142 148 437 51 1048 1071 1006 866 348
"PBANKA_1227200" 208 69 73 201 22 643 651 733 558 242
"PBANKA_1227300" 85 31 38 93 12 105 115 151 140 145
"PBANKA_1227400" 909 367 340 794 125 2036 1894 2340 2105 2407
"PBANKA_1227500" 35 30 18 57 1 0 10 13 11 13
"PBANKA_1227600" 66 21 16 74 6 98 88 110 70 31
"PBANKA_1227700" 115 50 49 145 18 311 271 267 256 177
"PBANKA_1227800" 965 269 293 956 72 2290 2411 2510 1836 999
"PBANKA_1227900" 1052 317 296 869 105 1537 1644 1464 1158 487
"PBANKA_1228000" 965 409 515 1284 127 1745 1622 1680 2137 1277
"PBANKA_1228100" 435 114 82 360 28 1347 1675 1549 602 354
"PBANKA_1228200" 1255 421 480 1377 147 2935 3247 3049 1846 1365
"PBANKA_1228300" 938 221 159 460 75 548 609 393 157 112
"PBANKA_1228400" 478 169 241 825 28 2161 2193 2323 1318 564
"PBANKA_1228500" 660 141 154 439 78 1391 1545 1418 678 595
"PBANKA_1228600" 197 74 105 224 21 510 443 676 528 794
"PBANKA_1228700" 283 99 154 290 39 750 829 852 851 339
"PBANKA_1228800" 29 14 8 27 3 117 118 206 193 138
"PBANKA_1228900" 801 280 135 501 85 44 91 84 124 145
"PBANKA_1229000" 8436 2928 2016 5454 1017 16772 18303 11053 8336 4055
"PBANKA_1229100" 153 69 81 189 17 552 511 686 595 396
"PBANKA_1229200" 4119 2021 2286 4878 624 9160 10130 11811 12861 8464
"PBANKA_1229300" 17 5 1 6 0 14 17 32 20 9
"PBANKA_1229400" 6 1 5 4 0 2 8 7 10 1
"PBANKA_1229500" 246 106 103 333 35 469 395 382 400 222
"PBANKA_1229600" 134 45 54 183 29 309 267 303 366 216
"PBANKA_1229700" 81 23 50 70 4 265 175 228 286 169
"PBANKA_1229800" 106 36 25 61 25 51 51 73 112 110
"PBANKA_1229900" 344 124 121 362 29 45 93 82 63 85
"PBANKA_1230000" 60 26 18 53 11 94 90 141 88 142
"PBANKA_1230100" 1504 405 343 1121 151 3566 4460 2469 1162 717
"PBANKA_1230200" 161 94 40 129 44 149 170 326 345 254
"PBANKA_1230300" 480 138 169 332 40 656 672 608 427 419
"PBANKA_1230500" 1321 642 505 1137 309 3479 3085 3665 4748 4909
"PBANKA_1230600" 85 33 18 77 1 133 171 185 193 109
"PBANKA_1230700" 112 47 51 144 3 359 398 401 158 196
"PBANKA_1230800" 231 107 105 257 47 391 427 407 424 502
"PBANKA_1230900" 266 109 110 251 63 479 541 552 582 321
"PBANKA_1231000" 8071 3994 3266 5754 2040 11860 10530 11254 17838 17123
"PBANKA_1231100" 355 161 171 441 41 1345 1433 1637 1835 914
"PBANKA_1231200" 121 54 89 178 16 435 498 609 545 386
"PBANKA_1231300" 3328 1332 762 2263 364 299 441 543 679 722
"PBANKA_1231400" 256 75 63 189 9 1045 1116 1099 646 321
"PBANKA_1231500" 2077 597 537 1671 192 5281 5656 5005 3243 2069
"PBANKA_1231600" 2188 632 500 1772 224 3380 3910 2829 1423 697
"PBANKA_1231700" 22480 11248 9353 17775 4563 32615 34048 29416 45554 38803
"PBANKA_1231800" 5811 2662 2709 4936 1118 9353 8949 9858 13927 12757
"PBANKA_1231900" 19 15 16 43 6 45 47 59 48 41
"PBANKA_1232000" 4 2 5 11 0 9 18 16 6 4
"PBANKA_1232100" 6756 2929 2671 4872 1331 13978 11930 13360 16272 15353
"PBANKA_1232200" 2775 842 702 2034 390 6725 6650 6114 3369 3632
"PBANKA_1232300" 143 64 51 152 7 144 164 170 172 100
"PBANKA_1232400" 12 5 4 10 0 48 32 62 45 20
"PBANKA_1232500" 4604 1606 1561 3944 587 7955 8163 7194 6196 3741
"PBANKA_1232600" 330 94 58 239 33 21 56 56 67 44
"PBANKA_1232700" 94 46 48 119 18 132 122 272 308 265
"PBANKA_1232800" 198 106 85 302 36 433 399 488 583 428
"PBANKA_1232900" 266 94 70 220 50 687 896 833 477 500
"PBANKA_1233000" 46 23 19 64 17 187 182 345 279 314
"PBANKA_1233100" 2321 988 935 1986 350 4470 4843 5459 5729 7795
"PBANKA_1233200" 138 54 50 164 7 12 20 24 18 26
"PBANKA_1233300" 1895 664 502 1448 272 4425 4845 4154 2627 2265
"PBANKA_1233400" 670 249 208 625 76 1266 1304 1058 740 498
"PBANKA_1233500" 137 41 9 117 19 9 28 36 23 18
"PBANKA_1233600" 2133 873 491 1461 214 47 196 235 331 260
"PBANKA_1233700" 75 23 18 46 7 25 28 29 30 43
"PBANKA_1233800" 377 150 184 371 57 878 837 956 835 786
"PBANKA_1233900" 369 184 144 257 55 1064 948 1455 1204 2161
"PBANKA_1234000" 3342 1553 1210 2320 745 6768 6223 7641 10088 14471
"PBANKA_1234100" 268 152 125 292 27 738 740 994 852 859
"PBANKA_1234200" 7767 3747 3294 6140 1350 13658 12617 14615 19061 17950
"PBANKA_1234300" 1032 371 354 883 136 3605 3442 3145 1777 1142
"PBANKA_1234400" 234 82 127 250 40 774 874 1166 746 684
"PBANKA_1234500" 1733 737 790 1686 263 4410 4528 5613 6260 5104
"PBANKA_1234600" 824 292 244 745 81 1652 1924 1666 1365 836
"PBANKA_1234700" 15 5 9 10 3 49 45 86 48 36
"PBANKA_1234800" 11569 6138 4946 8766 2796 19936 17902 20025 30435 29482
"PBANKA_1234900" 326 130 128 380 43 719 748 744 632 402
"PBANKA_1235000" 416 169 164 427 44 1483 1463 1679 1302 761
"PBANKA_1235100" 798 356 324 720 177 1760 1405 1757 2113 2867
"PBANKA_1235200" 144 61 84 175 8 726 689 1107 676 611
"PBANKA_1235300" 466 206 282 801 54 1674 1761 1666 1662 1477
"PBANKA_1235400" 16 5 16 43 4 104 132 211 74 31
"PBANKA_1235500" 239 84 96 273 28 726 874 794 415 193
"PBANKA_1235600" 21439 8608 8424 18374 3459 48943 40192 38975 49220 39326
"PBANKA_1235700" 17 15 12 30 5 55 63 88 40 34
"PBANKA_1235800" 16 7 6 12 0 32 50 43 26 18
"PBANKA_1235900" 176 64 43 157 16 584 604 630 454 318
"PBANKA_1236000" 89 34 67 123 7 434 398 562 404 316
"PBANKA_1236100" 131 48 47 109 16 377 345 376 335 205
"PBANKA_1236200" 17 1 0 10 0 5 9 13 16 4
"PBANKA_1236300" 387 120 159 512 65 738 669 537 463 306
"PBANKA_1236400" 104 53 66 214 10 494 515 625 497 356
"PBANKA_1236600" 199 43 28 105 12 99 104 95 47 26
"PBANKA_1236700" 26 13 16 64 4 147 116 185 182 73
"PBANKA_1236800" 149 41 38 123 18 157 193 312 275 150
"PBANKA_1236900" 354 204 249 574 68 1470 1316 1926 1919 1834
"PBANKA_1237000" 1023 563 441 814 235 1383 1345 1590 2434 1927
"PBANKA_1237100" 654 189 142 438 57 1120 1310 1166 860 1075
"PBANKA_1237200" 459 168 150 321 86 848 699 933 992 1591
"PBANKA_1237300" 77 37 31 57 24 145 117 333 257 252
"PBANKA_1237400" 132 60 47 132 16 285 340 373 347 503
"PBANKA_1237500" 305 116 147 251 55 507 437 577 760 711
"PBANKA_1237600" 933 257 157 574 61 795 991 687 517 351
"PBANKA_1237800" 15095 4610 4726 11889 1984 32329 27602 22253 18953 11418
"PBANKA_1237900" 2002 915 793 1848 375 4889 4565 5694 5148 6490
"PBANKA_1238000" 143 40 73 171 12 301 318 320 236 180
"PBANKA_1238100" 685 302 285 552 117 1235 1305 1722 1898 3029
